Lot,HWODescription,HWOApprovedAmount,SalesTax,AdminFee,ChargeAmount,Specialties,ISO,Country,Locality,Postcode,Street,Latitude,Longitude,Region
37,uncapped radiator shut off valve at east wall at ne3 room.,49.67,4.41,19.87,73.95,,EG,Egypt,Alexandria,21918,Madrasa Nasim Street,31.214207,30.034768,Alexandria Governorate
55,"apt id: living room reinstall existing window guard, i each or a total of 1.",57.46,4.81,8.62,70.89,,EG,Egypt,Alexandria,21922,Extension Al Shahid Abd Al Moneim Riyad Street,31.21496,30.015053,Alexandria Governorate
8,apt 3c) at bathroom clear and remove stoppage at toilet.,96.84,8.11,14.53,119.48,PLUMB,EG,Egypt,Alexandria,26215,Street 8,31.214991,30.020024,Alexandria Governorate
49,"apt#5: restore the hot water temperature to normal (120 deg f) at all hot water fixture in the entire apartment located at apt#5 , 3rd story.",24.21,2.15,3.63,29.99,,EG,Egypt,Alexandria,26215,Al Salam Mosque Street,31.214966,30.02509,Alexandria Governorate
87,front of bldg.(scaffolding) remove (3) 2'x8' planking that is obstruckting opening for fire escape drop ladder,3.87,0.34,1.94,6.15,,EG,Egypt,Dauwar Masri,23719,"Aswan, Abou Sambal Road",22.669744,31.484027,Alexandria Governorate
32,local law #1 violation : attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and as not,0,0,0,0,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Ezab Nubar,21947,"Al Sad Al Aali, Aswan Road",24.034834,32.921226,Alexandria Governorate
29,doh clean & dust wipe only: rm # 1 apt hallway from 2nd floor public hallway rm # 2 bathroom from apt hallway rm # 4 kitchen from kitchen foyer,247.23,21.94,61.81,330.98,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Izbat al Shaykh al Maraghi,21945,"Aswan, Al Sad Al Aali Road",24.034981,32.939101,Alexandria Governorate
171,"apt#1ff @ bedroom: replace with new the broken or defective leaky radiator air valve in the south bedroom located at apt 1ff, 1st story,",90.52,8.03,45.26,143.81,,EG,Egypt,Izbat al Shaykh al Maraghi,21945,"Kima, Al Shalal Road",24.054984,32.919847,Alexandria Governorate
1,"apt #b2) at living room, kitchen, and bedroom#2: install (1 each rooms) window guard, at bathroom#1 and #2 install (2) window guards, and at bedroom#1",161.93,13.56,24.29,199.78,PLUMB,EG,Egypt,Izbat al Shaykh al Maraghi,21947,"Luxor, Aswan Western Road",24.037062,32.847196,Alexandria Governorate
57,apt # 3 in bedroom install one (1) window guard complete. in livingroom install one (1) window guard complete.,115.36,9.95,17.3,142.61,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Abu Simbel,81525,Aswan Western Agricultural Road,24.668888,32.926026,Assouan
51,"apt 32) at bathroom, bedroom #1, #2, #3, repair window guards. install ows and stop. '' remove all work related debris''.",75.11,6.48,15,96.59,"Doors, Windows, Walls , Walls , Gutters, Cabinets, Shelving, Molding or baseboards, Flooring, Tiling, Appliances, Plumbing, Electrical, Lighting, Wall hangings, Furniture",EG,Egypt,Aswan,81514,"Aswan, Abou Sambal Road",23.673699,32.437647,Assouan
50,"apartment #4d install one (1) window guard complete , one (1) in bedroom, one (1) in bathroom. install one (1) stops in kitchen.",103.39,8.92,15.51,127.82,"Standard, French or double, Sliding glass, Sliding pocket",EG,Egypt,Aswan,81514,25,24.034742,32.870092,Assouan
13,at 661 hemlock st. bkyln. remove and discard the refrigerator with door attach at the rear of the building.,24.21,2.15,12.11,38.47,"Washer or dryer, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Aswan,81515,"Cairo, Aswan Eastern Desert Road",24.669499,32.94741,Assouan
23,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,214.31,19.02,107.16,340.49,"Repairs, Installation, Maintenance, Assembly, Painting, Cleaning",EG,Egypt,Aswan,81531,Gammal Abd Al Naser Street,31.310637,30.351131,Assouan
65,(local law# 1 violation - clean only). thoroughly re-clean the following areas as per new york city administrative code ï¿½27-2506.11 and as noted in t,160.7,13.86,24.11,198.67,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Naj al Hawsh,81638,"Side Cairo, Alexandria Desert Road",30.653639,30.097545,Assouan
39,apt# 4g install/repair window guards through entire apt,0,0,0,0,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Sahara City,81545,Gesr Al Bahr Street,31.214571,30.520735,Assouan
5,apartment#7e: supply and install window guard at kitchen. supply and install window guard at bedroom. supply and install window guard at bathroom.,24.21,2.09,15,41.3,"Window cleaning , Fridge cleaning, Oven cleaning",EG,Egypt,Shash Village,81531,"Housh Eissa, Al Dalangat Road",30.888831,30.281284,Assouan
55,remove the illegal fastening key operated lock installed at room door leading to fire escape in the 4th room from north located at apt#3f,1.45,0.13,0.73,2.31,"Two-story building, Three-story building",EG,Egypt,�������,81638,Street 2,31.31499,30.294989,Assouan
22,apt 6b) at bedroom : install (1) window guard and stops. ''remove all work related debris''.,140.91,12.15,21.14,174.2,,EG,Egypt,Al Busayli,22748,Al Bahr Street,30.890329,30.655252,Beheira Governorate
58,install window guards in apt 5c : kitchen : install 1 window guard bedroom : install 1 window guard,40.94,3.63,20.47,65.04,"Two-story building, Three-story building",EG,Egypt,Al Nubaria,22773,Al Sayed Shokr Street,30.889971,30.664948,Beheira Governorate
52,remove device preventing door from being self-closing kickstand stop at front building entrance door,28.08,2.49,14.04,44.61,,EG,Egypt,Al-Mahmudiya,22718,Gammal Abd Al Naser Street,30.889968,30.660013,Beheira Governorate
31,apt # 2p: replace five (5) steam air valve in the apartment.,127.26,10.98,19.09,157.33,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Hawsh Isa,22728,Al Masraf Al Khairy Street,31.31497,30.370008,Beheira Governorate
142,"public area: repair two (2) loose treads at 5th and 6th up at 4th floor, so that it is safe.",56.65,4.89,15,76.54,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove",EG,Egypt,Idku,22748,Madrab Al Arz Street,31.316971,30.379468,Beheira Governorate
46,public area: remove one (1) unapproved window guard and install new window guard at 1st intermediate landing. remove two (2) unapproved window guard,145.95,12.59,21.89,180.43,"Washer or dryer, Refrigerator, Dishwasher",EG,Egypt,Itay el-Barud,22951,International Coastal Road,31.311637,30.278086,Beheira Governorate
264,apt 3q: install (2) w/g's in apt: (1) at room ne1 and (1) at bathroom,79.71,7.07,19.93,106.71,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Itay el-Barud,22951,"Side Cairo, Alexandria Desert Road",30.513375,30.239408,Beheira Governorate
28,***************************dhs cluster******************************** apt #a2.........................install (2) window guards throught out apart,0,0,0,0,"Refrigerator, Oven or stove",EG,Egypt,Itay el-Barud,22951,Saad Zaghloul Street,29.374798,31.198859,Beheira Governorate
9,replace with new a total of six (6) missing and defective wood balusters between the 1st and 2n story public hall. at the time of this invitation,78.99,7.01,31.6,117.6,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove",EG,Egypt,Izbat al Muhit,22748,"Korimat, Zaafarana Road",29.09986,31.428073,Beheira Governorate
39,doh clean & dust wipe only: rm # 3 apt hallway from rear 1st floor public hallway,109.03,9.4,16.35,134.78,,EG,Egypt,Izbat al Muhit,22748,Cairo Asyout Desert Road,29.615005,31.410278,Beheira Governorate
38,apt.#6f: install new mortise lock at 2nd. means of egress leave kitchen door operable. door sealed shut; restore to proper working order!,220.06,18.98,33.01,272.05,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Izbat Kawm al Kalakh,22748,Riyad Street,29.095018,31.100137,Beheira Governorate
147,local law #1 violation : as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,511.05,44.08,75,630.13,"Washer or dryer, Refrigerator, Dishwasher, Oven or stove, Microwave oven",EG,Egypt,Wadi el Natroun,22856,Masraf Ashmant Road,29.095013,31.109978,Beheira Governorate
59,remove holding device door stopper as per city code and regulations at (basement door ). total doors= (1) contractor must contact hpd @ 212 863-54,0,0,0,0,"Furniture assembly and disassembly, Packing, Equipment moving, Piano moving, Safe or security box moving",EG,Egypt,Atf Ifwah,62951,Ring Road,29.094124,31.104822,Beni Suef Governorate
26,local law #1 violation : as per hpd's abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new yor,190.83,16.46,28.62,235.91,,EG,Egypt,Beni Suef,11511,Ring Road,29.094707,31.09511,Beni Suef Governorate
78,as per requirement of h.p.d. window guard program and in accordance with the new york city health code section 24 rcny chapter 12. at entire apt#:,48.42,4.3,24.21,76.93,,EG,Egypt,Beni Suef,12959,Gammal Abd Al Naser Street,29.094318,30.955382,Beni Suef Governorate
1,"apt 6f repair 1-1/2 waste liine under kitchen sink to abate stop water leak restore to p. w. o. at the time of this invitation to bid, it is",15.98,1.42,6.39,23.79,"Furniture assembly and disassembly, Packing, Equipment moving, Piano moving, Safe or security box moving, Pool table moving",EG,Egypt,Beni Suef,62514,Madrasa Abou Zid Al Abtda'yh Street,29.095095,30.96487,Beni Suef Governorate
43,install two (2) window guard complete in kitchen. install one (1) window guard complete in bathroom. install on e(1) window guard complete in front,93.67,8.08,15,116.75,"Furniture assembly and disassembly, Packing, Storage, Equipment moving, Piano moving, Automobile moving",EG,Egypt,Beni Suef,62515,Masr W Al Sudan Street,29.09495,30.940299,Beni Suef Governorate
51,apt. #3: provide and install approved window guards complete with stops and one way screws at windows in room # east 2 and room # east 3. total (2) t,40.19,3.57,6.03,49.79,,EG,Egypt,Beni Suef,62515,Masraf Gawhar Street,29.094642,30.945626,Beni Suef Governorate
29,as per hpd's lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,806.02,71.53,201.51,1079.06,,EG,Egypt,Beni Suef,62747,Sherif Basha Road,29.095732,31.128979,Beni Suef Governorate
61,at bldg 1st story public hall remove defective radiator shut off valve & cap steam line.,88.23,7.83,35.29,131.35,"Furniture assembly and disassembly, Packing",EG,Egypt,Ihnasya al Madinah,62631,"Ra's Ghareb, Al Sheikh Fadl Road",28.279317,31.911039,Beni Suef Governorate
14,apt# 26. livingroom: replace (1) window guard ''remove all work related debris''. nons.w.p.,32.06,2.85,4.81,39.72,,EG,Egypt,Ihnasya al Madinah,62631,Teraa Sharhy Street,29.094221,30.950511,Beni Suef Governorate
47,local law #1 violation : as per rc # . and attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½2,1109.11,95.66,75,1279.77,,EG,Egypt,Ihnasya al Madinah,62631,Teraa Al Bohiah Al Bahareya Street,30.889508,31.485192,Beni Suef Governorate
41,supply and install new baluster at 3rd. floor stair.,76.65,6.42,11.5,94.57,,EG,Egypt,Ihnasya al Madinah,62631,Al Mansoura Street,31.214788,31.64524,Beni Suef Governorate
30,local law #1 violation : as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and,0,0,0,0,,EG,Egypt,Nazlet Abu Silim,62515,Al Bahr Al Gadid Street,31.215,31.345082,Beni Suef Governorate
37,apt1r supply and install window guard in bathroom complete. supply and install one way screws on kitchen and bedroom windows.,48.42,4.3,12.11,64.83,,EG,Egypt,Ras Gharib,84715,Al Teraa Street,31.214993,31.349954,Beni Suef Governorate
48,public parts: at building front: remove chain and padlock at front areaway gate.,40.19,3.57,20.1,63.86,,EG,Egypt,Sharahi,62631,Awlad Omar Street,31.215021,31.354981,Beni Suef Governorate
50,local law #1 violation : attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½27-2056.11 and as not,0,0,0,0,,EG,Egypt,Al Hasayina,35651,Street 60,31.21504,31.360024,Dakahlia Governorate
88,"apt 3j: at the kitchen sink replace defective hot water speedy valve. at the time of this invitation to bid, it is not anticipated that this work wi",24.21,2.15,9.68,36.04,,EG,Egypt,Az Zarqa,34724,Street 7,31.215001,31.370001,Dakahlia Governorate
52,"at public area, remove / discard garbage -aproximately 1.0 c.y. (3 bins) -store under stairs at public hall ,1st story .- trip hazard -. at the t",56.65,5.03,28.33,90.01,"Furniture assembly and disassembly, Packing, Storage, Equipment moving, Piano moving, Safe or security box moving, Pool table moving, Automobile moving",EG,Egypt,Bilqas,35631,Al Zouhera Street,30.890266,31.450045,Dakahlia Governorate
7,doh clean and dust wipe only in the following areas: 1) room #1 entrance from public 2) room #2 foyer from public entrance 3) room #3 ap,0,0,0,0,"Furniture assembly and disassembly, Packing, Equipment moving, Piano moving",EG,Egypt,Bilqas,35631,Abd Al Moneim Riyad Street,30.889441,31.469853,Dakahlia Governorate
30,code vacate seal up 3/15/13 erp.,0,0,0,0,,EG,Egypt,Bilqas,35631,Street 3,30.889989,31.465007,Dakahlia Governorate
17,public area: at 1st sty public hall: remove radiator shut off valve and stub up. provide and install cap. ''remove all work related debris''.,73.65,6.17,15,94.82,,EG,Egypt,Bilqas,35631,"Damietta, Sahrbin Road",31.215069,31.569939,Dakahlia Governorate
40,(at apartment #2e): at bedroom install one window guard complete. remove all work related debris.,114.13,9.84,17.12,141.09,,EG,Egypt,Bilqas,35631,Kafr Al Myasarh Road,31.214701,31.635828,Dakahlia Governorate
46,remove refrigerator with doors intact at bldg front courtyard. dispose of in a legal manner.,12.1,1.07,6.05,19.22,,EG,Egypt,El Senbellawein City,35651,"Aga, Al Senbilawin Road",30.889865,31.43995,Dakahlia Governorate
70,local law # 1 violation: as per attached scope of work thoroughly remove all lead violations as per new york city administrative code ï¿½ 27-2056.11 an,93.4,7.82,14.01,115.23,,EG,Egypt,Izbat Abu Laban,35651,Al Shahid Rashad Abou Taha Street,31.320666,31.79193,Dakahlia Governorate
18,public hall remove discarded radiator at 3rd fl hall and 5th fl hall,48.42,4.18,15,67.6,,EG,Egypt,Izbat Abu Laban,35651,Moustawdaa Asal Street,31.314831,31.764802,Dakahlia Governorate
5,apt# 1n: install/repair window guards throughout in the entire apt,0,0,0,0,,EG,Egypt,Izbat Hasan Kasibah,35661,"Al Gamalia, Damietta Road",31.316218,31.808365,Dakahlia Governorate
277,"at boiler room, properly adjust ( lower ) the hot water mixing valve of oil boiler. restore hot water temperature to its legal range of ( 120 - 130 )",121.05,10.74,30.26,162.05,,EG,Egypt,Mit al Khawli Abd Allah,34724,Al Cornish Street,31.315665,31.699414,Dakahlia Governorate
1,at apt # 31 : bathroom -- - -re-install (1) window guard. install (2) window stop. kitchen --- ----re-install (1) window guard. install (2) wi,64.25,5.7,25.7,95.65,"Repairs, Installation, Maintenance, Assembly, Painting",EG,Egypt,Noub,35651,"Damietta, Al Mansoura Agricultural Road",31.314956,31.710094,Dakahlia Governorate
23,(apt.#3e) provide and install stop kitchen windoow provide one way screws throughout.,20.34,1.75,15,37.09,"Drywall, Brick, concrete, or stone, Plaster, Wood",EG,Egypt,Al Atawi,34612,Street 4,31.315289,31.715066,Damietta Governorate
66,doh clean dws only: 1. left room 2. rear bedroom 3. adjacent sa,218.92,18.88,32.84,270.64,"Standard, French or double, Sliding glass, Sliding pocket, Barn, Folding",EG,Egypt,Al Roda,34612,Al Madares Street,31.314977,31.674895,Damietta Governorate
